,makespan,tardiness,throughput_op,throughput_j,flow_time,utilization,duration,n_decisions,instance,control_name
26,7095.658021964462,325.63005989622434,0.14093125639715454,0.014093125639715454,1153.91,5555.4,2.149208068847656,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,dqn
27,7205.0,374.1707744705888,0.13879250520471895,0.013879250520471894,1204.66,5555.4,0.8126244544982909,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,LPT_LQT
28,7278.0,341.54326484865436,0.1374003847210772,0.013740038472107722,1172.13,5555.4,0.7378506660461426,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,LOR_LQT
29,7095.658021964462,325.63005989622434,0.14093125639715454,0.014093125639715454,1153.91,5555.4,0.7367439270019531,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,MOR_LQT
30,7138.0,328.13259129925177,0.14009526478005044,0.014009526478005043,1159.66,5555.4,0.7417628765106201,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,SRPT_LQT
31,7210.0,372.41174295118316,0.13869625520110954,0.013869625520110958,1202.44,5555.4,0.7349438667297363,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,LRPT_LQT
32,7399.0,365.52321307931567,0.13515339910798754,0.013515339910798757,1195.86,5555.4,0.7517139911651611,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,LTPO_LQT
33,7385.0,340.736482939456,0.13540961408259986,0.013540961408259987,1171.62,5555.4,0.8113391399383545,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,MTPO_LQT
34,7274.0,338.6893271387207,0.13747594171020072,0.013747594171020072,1170.19,5555.4,0.7385377883911133,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,EDD_LQT
35,7244.0,319.59112885437094,0.13804527885146328,0.013804527885146328,1148.68,5555.4,0.7746996879577637,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,LUDM_LQT
36,7283.0,314.37390562900976,0.13730605519703418,0.01373060551970342,1146.83,5555.4,0.7408673763275146,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,SPT_LQT
37,9302.0,1440.3132130793156,0.1075037626316921,0.010750376263169213,2271.78,5555.4,0.5852711200714111,-1,50__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,RandomNowaitFalse
