,makespan,tardiness,throughput_op,throughput_j,flow_time,utilization,duration,n_decisions,instance,control_name
14352,13317.377099874931,73.39946578127987,0.07508986135185669,0.007508986135185669,760.65,5539.7,12.531697988510132,-1,67258__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14355,12911.185536963694,88.71354521376541,0.0774522213422679,0.007745222134226791,783.29,5485.6,13.650962829589846,-1,67309__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14358,11867.153132693868,97.76841242585148,0.084266208484747,0.008426620848474701,804.45,5451.2,14.395586967468262,-1,67348__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14361,10566.097512587992,101.3271541658112,0.09464232170947157,0.009464232170947157,840.02,5528.0,15.935078382492065,-1,1860__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14364,13987.560757232726,75.40825917158237,0.07149209339326139,0.007149209339326138,762.53,5559.8,12.449043035507202,-1,67452__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14367,10169.85646086847,133.97988143131857,0.0983298047369494,0.00983298047369494,867.13,5467.4,16.220948696136475,-1,67508__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14370,9948.465030599937,143.97588321536017,0.10051801930490332,0.010051801930490331,888.26,5516.2,16.757440567016598,-1,2036__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14373,12195.476246837166,79.53372776411817,0.08199761778547557,0.008199761778547556,788.1,5599.124901354292,13.603784561157227,-1,2084__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14376,13495.10040996388,79.92634116197812,0.07410096773060443,0.0074100967730604435,769.63,5598.1,12.64876651763916,-1,67679__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14379,11785.781159130103,101.38942156518131,0.08484800341174918,0.008484800341174917,843.93,5619.8,14.838658094406128,-1,34943__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14382,10473.882323086113,107.61937082201828,0.0954755809883256,0.00954755809883256,840.19,5543.3,15.741187572479248,-1,67765__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14385,11640.125129587284,79.02093230051527,0.0859097293944173,0.00859097293944173,804.17,5639.3,14.807730674743652,-1,2273__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14388,12654.966983069875,86.82099724450588,0.07902035630261417,0.00790203563026142,785.71,5522.3,13.265536069869995,-1,2316__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14391,11277.01629244317,115.0583884541525,0.08867593821515618,0.00886759382151562,825.56,5497.5,15.779176712036133,-1,2350__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14394,11456.7283819272,91.08720697048052,0.08728495314399559,0.008728495314399558,807.71,5609.0,15.265494108200073,-1,67938__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14397,14642.743490349123,91.68009688799658,0.0682932129938006,0.006829321299380061,764.84,5599.2,11.933241844177244,-1,67971__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14400,10165.990693471378,119.51688315464035,0.09836719609060847,0.00983671960906085,867.77,5558.7,16.214551448822018,-1,35241__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14403,12179.149614640071,87.55669098308607,0.08210753883817469,0.00821075388381747,793.66,5577.0,13.85280704498291,-1,68063__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14406,11381.772435755425,95.71092786981885,0.08785977804814796,0.008785977804814795,798.76,5483.8,14.225338459014893,-1,2568__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14409,14914.159689264214,105.87710231257341,0.06705037500167298,0.006705037500167297,789.44,5543.2,12.099165916442873,-1,2611__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14412,11947.120122311499,91.21549767701521,0.08370218008710557,0.008370218008710557,807.37,5519.7,14.281545639038086,-1,68185__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14415,10856.472410796889,95.16781042405823,0.09211095115992636,0.009211095115992636,811.34,5528.8,14.512787103652954,-1,35466__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14418,11535.305442702744,148.4684970617378,0.08669037893856567,0.008669037893856566,892.82,5657.0,15.248604536056519,-1,2751__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14421,10736.589674111216,101.96183469504736,0.09313944467965156,0.009313944467965156,799.95,5413.6,15.10020923614502,-1,68366__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14424,11421.783220741929,88.1202606688941,0.08755200310438414,0.008755200310438414,794.36,5502.0,14.346876382827759,-1,2873__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14427,14526.414911884258,99.9150244725658,0.06884010996972738,0.006884010996972738,793.88,5598.0,12.955512762069702,-1,2913__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14430,13234.692725303303,86.59480133571431,0.07555898884513639,0.007555898884513638,795.27,5627.4,13.2384614944458,-1,2961__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14433,10658.729853233785,133.99205748000375,0.09381980909260093,0.009381980909260092,876.41,5613.7061257986325,16.293501377105713,-1,68542__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14436,11214.772171934097,114.21554886801852,0.08916810655347808,0.008916810655347806,836.88,5528.260886296027,14.766207218170164,-1,68591__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14439,11754.33163919367,106.53866269364279,0.08507502006031528,0.008507502006031528,838.48,5605.6,14.432299613952635,-1,68650__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14442,10576.690899269855,143.3423540233217,0.09454752999059783,0.009454752999059785,887.06,5570.7,16.668362140655518,-1,3166__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14445,10912.12333650555,107.52032632472289,0.09164119293397167,0.00916411929339717,841.61,5557.1,16.04946255683899,-1,3232__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14448,13233.537872836509,100.98901889012572,0.07556558265893695,0.007556558265893696,795.1,5556.2,14.293065547943115,-1,36064__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14451,11924.143412546648,84.00167629337834,0.08386346636419978,0.008386346636419977,786.53,5443.8,14.625146865844727,-1,68895__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14454,9925.06597461846,135.9623165966827,0.10075499775591587,0.010075499775591587,880.4,5507.5,17.95467209815979,-1,3417__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14457,10929.359693901435,115.8879187388585,0.09149666842404304,0.009149666842404305,858.72,5562.9,16.31535840034485,-1,3468__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14460,10077.281683345467,152.35165654666176,0.09923310982292784,0.009923310982292785,896.77,5512.532558743522,16.723532915115356,-1,69033__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14463,11097.106831827978,86.61236080318137,0.09011357781398184,0.009011357781398185,803.91,5480.988701911383,15.131632804870605,-1,3541__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
