,makespan,tardiness,throughput_op,throughput_j,flow_time,utilization,duration,n_decisions,instance,control_name
580,6776.2249690484905,59.60832605272837,0.1475747934237223,0.01475747934237223,763.18,5504.0,159.12905383110046,-1,87563__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
581,6536.0,192.88337576899542,0.15299877600979192,0.015299877600979192,948.8,5552.1,158.82958149909973,-1,22093__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
582,7364.785300139407,53.3862400152362,0.13578128339750395,0.013578128339750395,717.25,5531.5,110.36691665649414,-1,87750__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
583,7662.4989386491525,41.287558988560924,0.13050572770145052,0.013050572770145053,702.66,5521.6,97.90264177322388,-1,87838__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
584,7434.383350332839,43.713218852597244,0.13451014736215208,0.013451014736215208,725.72,5630.2,231.65521383285522,-1,87892__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
585,6351.187271488974,95.02331286220539,0.15745087607305897,0.015745087607305898,857.98,5638.6,204.4009439945221,-1,87967__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
586,6485.064718005918,99.84759177083102,0.1542004657599606,0.01542004657599606,827.61,5451.8,202.52361941337585,-1,22543__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
587,6304.456646865281,137.50120883488725,0.1586179517147164,0.01586179517147164,928.92,5615.5,216.539244890213,-1,55387__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
588,7108.600432580424,79.25997714697652,0.1406746671843813,0.014067466718438129,808.08,5692.0,169.1190586090088,-1,55418__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
589,6126.039286710398,146.33405972480142,0.1632376080527859,0.01632376080527859,926.58,5481.6,203.5877513885498,-1,55501__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
590,6167.03318561924,108.41397581036587,0.1621525245448454,0.016215252454484543,863.46,5440.2,243.57734513282776,-1,22790__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
591,6869.002880350382,73.60107694914747,0.14558153743982574,0.014558153743982574,765.27,5478.2,131.64001989364624,-1,88479__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
592,6712.941933610477,72.48418851350169,0.14896598389942603,0.014896598389942601,766.43,5478.9,102.75231909751892,-1,23003__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
593,6359.385125534581,155.63457555283262,0.15724790687463489,0.015724790687463488,967.1,5735.9,160.9129114151001,-1,23072__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
594,6924.662788233071,54.33664640774018,0.1444113642182372,0.01444113642182372,757.19,5510.0,166.5514361858368,-1,23171__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
595,6430.308206464519,91.91675125291862,0.15551354116971872,0.015551354116971871,850.67,5562.4,171.82443261146545,-1,88821__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
596,6484.352529800484,97.4351612463353,0.15421740187694094,0.015421740187694094,843.67,5556.4,171.05014872550964,-1,88936__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
597,6186.934410859901,113.15120925399229,0.16163093603266654,0.016163093603266652,870.02,5524.3,128.74948620796204,-1,89031__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
598,6033.0,167.2226478369839,0.1657550140891762,0.01657550140891762,963.39,5475.6,234.38983058929443,-1,56354__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
599,6554.7772320171525,81.21038049887305,0.15256048597890523,0.015256048597890523,836.58,5545.7,198.92698454856873,-1,89194__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
600,6023.0,167.4833845612349,0.16603021749958494,0.016603021749958494,980.1,5557.5,276.48066234588623,-1,56503__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
601,6256.692776360616,125.44837308431313,0.15982884820208137,0.015982884820208137,898.05,5552.066235863065,295.86746621131897,-1,56616__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
602,7293.910666337149,53.05714238623537,0.13710066461537557,0.013710066461537556,734.13,5559.3,163.83137702941895,-1,56722__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
603,6563.9271218839185,75.84451154443032,0.1523478218802937,0.015234782188029369,780.34,5483.749633539459,140.23698687553406,-1,24051__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
604,6480.9821003091365,88.35224390727329,0.15429760251186328,0.015429760251186328,846.28,5642.3748898071735,206.01317358016968,-1,56909__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
605,5989.0,173.0728405081858,0.16697278343629987,0.01669727834362999,973.06,5545.4,181.038090467453,-1,57020__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
606,6481.499440668884,65.58008123823137,0.15428528678493583,0.015428528678493585,754.31,5405.8,133.27019906044006,-1,57169__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
607,6053.0,185.09705314753498,0.16520733520568312,0.016520733520568313,988.62,5567.4,189.53187322616577,-1,24463__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
608,6529.785462203627,73.12934226833346,0.1531443882480217,0.015314438824802169,775.52,5446.4,128.58325672149658,-1,57331__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
609,6277.50686871246,120.80241012381826,0.15929890972864896,0.015929890972864895,909.84,5589.6,267.3341226577759,-1,24680__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
610,6364.0,81.47344229111748,0.1571338780641106,0.01571338780641106,834.2,5621.9,145.75887155532837,-1,57599__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
611,7294.280604371757,49.55032596287785,0.13709371139364443,0.013709371139364443,738.97,5653.9,123.61479616165161,-1,24993__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
612,6952.704461535535,60.63462347895651,0.1438289237709301,0.01438289237709301,779.01,5610.6,147.71130275726318,-1,25081__benchmarks/fjssp_all/10_10-0.0__10-5.0__orb10v,CP3
