Wall time,Step,Value
1659059609.3023102,3014,44353.85546875
1659059709.1905763,4001,39228.9140625
1659059807.6335611,5008,39319.1796875
1659059907.4818761,6016,12474.5419921875
1659060007.1246176,7005,12410.7373046875
1659060107.8229733,8002,3558.005615234375
1659060206.8639708,9016,3522.305419921875
1659060302.1293654,10006,1721.6424560546875
1659060401.057218,11019,1689.7540283203125
1659060500.3907661,12003,1409.6927490234375
1659060599.3113415,13014,1369.4879150390625
1659060696.8695264,14007,1198.150390625
1659060799.073275,15013,1200.40673828125
1659060901.4712749,16004,1179.6995849609375
1659061000.734178,17013,1172.249267578125
1659061099.3529081,18011,1180.40625
1659061194.62076,19014,1151.994140625
1659061295.561792,20005,1112.6080322265625
1659061392.6732855,21005,1114.5576171875
1659061488.1090255,22002,1040.16650390625
1659061587.3967695,23002,1036.46923828125
1659061685.7974594,24006,991.9550170898438
1659061781.6135418,25005,970.9479370117188
1659061884.272371,26005,904.1588134765625
1659061985.902657,27009,922.6658325195312
1659062085.8326027,28001,950.635009765625
1659062187.925759,29005,934.8003540039062
1659062284.650382,30003,960.2144775390625
1659062383.2939425,31011,950.3536376953125
1659062481.4317682,32003,944.8788452148438
1659062584.9406917,33015,934.990966796875
1659062685.3631167,34015,915.857177734375
1659062783.3780434,35018,932.6246337890625
1659062885.027206,36009,885.2675170898438
1659062984.575567,37006,880.7807006835938
1659063081.9172435,38001,858.6301879882812
1659063175.567765,39008,863.603759765625
1659063278.7171052,40010,826.275634765625
1659063379.7045887,41014,809.326416015625
1659063477.2691066,42006,767.89453125
1659063571.9359982,43004,759.9241943359375
1659063673.3219025,44011,811.7369995117188
1659063773.6653852,45021,806.373779296875
1659063868.006066,46001,816.8843994140625
1659063966.5236278,47010,807.7510986328125
1659064065.2612274,48010,812.848388671875
1659064166.4679446,49012,802.0955810546875
1659064260.5480666,50018,785.9296264648438
1659064355.7636352,51006,749.8916015625
1659064453.644138,52005,747.1552734375
1659064555.9579961,53011,754.7879638671875
1659064654.0516272,54004,867.7203979492188
1659064752.544447,55006,857.6701049804688
1659064848.680865,56003,894.8765869140625
1659064950.5641582,57016,882.8574829101562
1659065045.7973568,58009,901.4203491210938
1659065143.0434768,59011,889.2733154296875
1659065237.1105094,60008,857.5665893554688
1659065333.7259326,61011,841.2537231445312
1659065427.6247752,62015,782.5535888671875
1659065524.4011931,63004,781.6458740234375
1659065619.353251,64002,826.3634033203125
1659065718.1734364,65012,818.793212890625
1659065812.1321294,66010,847.8621215820312
1659065912.9982214,67016,853.325439453125
1659066008.8002915,68009,867.065673828125
1659066106.309722,69008,875.4279174804688
1659066203.48741,70001,833.4847412109375
1659066300.237352,71012,838.298583984375
1659066395.3510003,72013,865.9491577148438
1659066494.040348,73006,864.7167358398438
1659066593.9524465,74010,830.7084350585938
1659066688.111329,75019,818.0883178710938
1659066782.7277706,76002,840.1303100585938
1659066885.196543,77019,829.4276123046875
1659066977.8545995,78022,826.7929077148438
1659067076.34909,79008,836.0691528320312
1659067172.1546214,80001,851.2734985351562
1659067279.5783293,81008,861.3055419921875
1659067375.947822,82007,886.0593872070312
1659067475.0772474,83007,876.2807006835938
1659067572.642252,84008,832.1987915039062
1659067678.8618388,85011,820.9566040039062
1659067773.2962184,86006,836.5968627929688
1659067868.9544563,87009,825.625732421875
1659067967.065208,88001,778.0255126953125
1659068065.4727,89002,774.750732421875
1659068161.3653073,90006,800.2691650390625
1659068261.7511802,91010,783.0748291015625
1659068355.5503767,92011,774.3320922851562
1659068458.8310013,93010,772.8390502929688
1659068558.5216594,94008,774.808349609375
1659068654.4749534,95006,760.830810546875
1659068752.070745,96009,760.1529541015625
1659068853.9240804,97002,767.6031494140625
1659068949.2214465,98010,721.4598388671875
1659069043.220601,99002,709.2371826171875
1659069143.193701,100014,692.6175537109375
1659069241.6883104,101013,674.1324462890625
1659069336.5349526,102019,671.5492553710938
1659069431.0841184,103012,663.8140869140625
1659069527.7750564,104010,705.6331787109375
1659069621.058019,105015,700.218017578125
1659069712.7299354,106001,637.4357299804688
1659069810.4234087,107005,626.48046875
1659069904.4803507,108002,680.6016235351562
1659070008.2027884,109018,679.07958984375
1659070107.6322203,110023,654.3635864257812
1659070199.050485,111008,662.75341796875
1659070294.6717248,112014,695.517578125
1659070394.094343,113007,696.6625366210938
1659070492.2299705,114009,648.1116943359375
1659070590.2585187,115010,651.1173706054688
1659070683.828088,116007,638.3206787109375
1659070784.1657052,117006,635.6495361328125
1659070880.4181983,118001,673.9185791015625
1659070978.4705472,119017,677.1679077148438
1659071073.512906,120006,661.101806640625
1659071169.9613698,121008,660.7171020507812
1659071265.8545628,122009,653.3475952148438
1659071358.3876262,123009,643.8551025390625
1659071448.7124848,124012,633.2754516601562
1659071542.5798848,125018,622.8815307617188
1659071632.7000906,126006,658.3767700195312
1659071726.443287,127014,656.6152954101562
1659071820.7547195,128007,613.9161987304688
1659071915.5642107,129008,601.6299438476562
1659072010.7259521,130010,663.6087646484375
1659072104.6607652,131013,629.885498046875
1659072195.3327472,132008,652.197509765625
