,wip_size,ave_utilization,cmax_rel_flow_time,flow_time_rel_d_ave,seed,t
173,18,0.6582337317397078,0.6963258078795928,0.5363469899406331,4973,1506.0
174,18,0.7314917127071824,0.7760512584407612,0.5305707134299023,4087,1448.0
175,18,0.6390539721043056,0.694798194191766,0.5211218196571339,6893,1649.0
176,18,0.7140949554896142,0.7603033300362677,0.5321491384347189,8669,1348.0
177,18,0.584093637454982,0.6601640656262504,0.511878814028602,9787,1666.0
178,18,0.6859193438140807,0.7504746715273031,0.5184105731869679,3278,1463.0
179,18,0.7150492264416315,0.7596108766994843,0.5335810707011468,1694,1422.0
180,20,0.7164092664092664,0.7216859716859717,0.5089110393531932,1270,1554.0
181,20,0.724901185770751,0.7600461133069829,0.4869173207639495,6223,1518.0
182,20,0.6190960451977401,0.6530508474576272,0.4996275257804788,8470,1770.0
183,20,0.6717948717948719,0.6952991452991454,0.49610233063715,9695,1638.0
184,20,0.6788257339163023,0.6924422236102435,0.5083848014563622,1793,1601.0
185,20,0.5522106308991555,0.6126428216592151,0.4943680587877114,9349,2013.0
186,20,0.7170116429495472,0.7467981888745149,0.4928574969588445,3984,1546.0
187,20,0.7541199736321688,0.7799274884640739,0.4899673038847998,4467,1517.0
188,20,0.752896725440806,0.7519836272040303,0.5124605686481111,487,1588.0
189,20,0.7903343023255814,0.8007630813953488,0.4975065297856675,8452,1376.0
190,20,0.6887782204515271,0.7307768924302789,0.4877184854819097,2953,1506.0
191,20,0.6624553039332538,0.6895113230035756,0.4961061000536537,9391,1678.0
192,20,0.8195477753464624,0.8397520058351567,0.4927390382107298,9428,1371.0
193,20,0.7112330535829567,0.7221433182698515,0.5021370934393736,4973,1549.0
194,20,0.7579463701765861,0.7732831916285153,0.4964311535542175,4087,1529.0
195,20,0.7524271844660194,0.7605501618122977,0.5051974831603676,6893,1545.0
196,20,0.7697424892703862,0.7764306151645207,0.5040128511151382,8669,1398.0
197,20,0.6124079320113315,0.648101983002833,0.4962017233524974,9787,1765.0
198,20,0.7768798313422347,0.7793042867182011,0.5095794979699525,3278,1423.0
199,20,0.7902524544179523,0.8177769985974755,0.488173328617397,1694,1426.0
200,22,0.7345180722891566,0.7244249726177436,0.4742459639357932,1270,1660.0
201,22,0.7188848920863309,0.7131022454763463,0.4785629649847754,6223,1668.0
202,22,0.6539537385691232,0.6634065235463836,0.4746832065673291,8470,1859.0
203,22,0.7116402116402116,0.721580888247555,0.4582000305657049,9695,1701.0
204,22,0.7310536044362292,0.7216434212737355,0.4754178735618894,1793,1623.0
205,22,0.63198127925117,0.6336689831229613,0.4901931163216848,9349,1923.0
206,22,0.6868629671574179,0.6832338103572532,0.4783581502290929,3984,1766.0
207,22,0.7939008894536213,0.8055908513341804,0.4523213636085833,4467,1574.0
208,22,0.8342747111681643,0.8075037927412766,0.4783543488413465,487,1558.0
209,22,0.7917485265225933,0.7813895338453296,0.4652833468920889,8452,1527.0
210,22,0.7034250764525993,0.7177926049485682,0.4591860292942213,2953,1635.0
211,22,0.706766917293233,0.6960933803039066,0.4804940608860681,9391,1729.0
212,22,0.7932214331826986,0.7854627618991725,0.4667553075774897,9428,1549.0
213,22,0.7888381201044387,0.7870875860431996,0.4647648577082838,4973,1532.0
214,22,0.7706844336765597,0.7524916028853036,0.4740463556444537,4087,1651.0
215,22,0.7639304973037747,0.7512119396481289,0.4675341626381663,6893,1669.0
216,22,0.7582117945466075,0.7409062085663227,0.4769333603167787,8669,1577.0
217,22,0.6678453038674033,0.672325464590658,0.4727810621837556,9787,1810.0
218,22,0.7617758186397985,0.7459640485459125,0.4754086165843478,3278,1588.0
219,22,0.8282930107526881,0.8275598729227762,0.4611414030304029,1694,1488.0
220,24,0.7342105263157895,0.6979395102339182,0.4536977214126012,1270,1824.0
221,24,0.7381787330316741,0.7105957767722473,0.4527548574796979,6223,1768.0
222,24,0.7001581444385873,0.6751230012300122,0.4577642091806624,8470,1897.0
223,24,0.7245179063360881,0.7029843893480258,0.4443260201600855,9695,1815.0
224,24,0.7464446952595937,0.7220419488337095,0.4374749608227866,1793,1772.0
225,24,0.6449239823442864,0.6208312898479647,0.4606707113979911,9349,2039.0
226,24,0.7545863815419246,0.728803226411555,0.4484329939754692,3984,1777.0
227,24,0.7740318906605923,0.7646165527714504,0.4286426875655365,4467,1756.0
228,24,0.8298533724340177,0.7936217008797654,0.4464678359797875,487,1705.0
229,24,0.7984299516908213,0.7614985909822867,0.4465910883761916,8452,1656.0
230,24,0.7010555555555557,0.6891898148148149,0.4457582262879806,2953,1800.0
231,24,0.7593661573288059,0.7250047160913035,0.4534624333725613,9391,1767.0
232,24,0.8188221007893138,0.7905788301963165,0.4359963682118756,9428,1647.0
233,24,0.7796185935637664,0.7444129916567342,0.4454129930268549,4973,1678.0
234,24,0.8081823495032144,0.7702123514513929,0.4427431588409636,4087,1711.0
235,24,0.810128805620609,0.784177400468384,0.4346093840198753,6893,1708.0
236,24,0.7367622259696459,0.6980044969083755,0.457315008673079,8669,1779.0
237,24,0.7304783092324806,0.709098071931776,0.4486593033533892,9787,1798.0
238,24,0.7481313703284258,0.7115420913552284,0.4545811169630531,3278,1766.0
239,24,0.8361768368617685,0.8245641344956414,0.4281156675080395,1694,1606.0
240,26,0.7434493346980553,0.687130934572081,0.4321887490251171,1270,1954.0
241,26,0.7694323144104803,0.7097329526368827,0.4386830825002557,6223,1832.0
242,26,0.7320328542094456,0.6780919286052757,0.4359555919864736,8470,1948.0
243,26,0.7437826541274817,0.6840286150630979,0.4313903241235444,9695,1914.0
244,26,0.8035433070866141,0.7569222116466211,0.4201437010916737,1793,1778.0
245,26,0.7303388090349077,0.6758410993523929,0.4420966635705525,9349,1948.0
246,26,0.731325910931174,0.6847165991902834,0.4290532284535298,3984,1976.0
247,26,0.823694553621561,0.7987733771001597,0.4015521281785048,4467,1781.0
248,26,0.8414661443760493,0.7895269252292196,0.4198621896949003,487,1787.0
249,26,0.8230945558739254,0.774101829402689,0.4165999950360818,8452,1745.0
250,26,0.7365671641791045,0.694357880925045,0.431228928613818,2953,1876.0
251,26,0.7706382978723404,0.71759410801964,0.4279762638309882,9391,1880.0
252,26,0.8023613399231191,0.766210450724454,0.4089841811382752,9428,1821.0
253,26,0.852249550089982,0.8041160998569518,0.4139626877192178,4973,1667.0
254,26,0.8173486088379706,0.7649922363506652,0.4171598089395862,4087,1833.0
255,26,0.8172563962983125,0.7639336711192999,0.4168528767852229,6893,1837.0
256,26,0.7733919736118746,0.7097729098828605,0.435981915551288,8669,1819.0
257,26,0.7204214751630708,0.6786637847852098,0.4225305152646258,9787,1993.0
258,26,0.8013989927252377,0.74899918212733,0.4234863730702596,3278,1787.0
259,26,0.8211451247165533,0.7788897610326182,0.4119060242762843,1694,1764.0
260,28,0.7988150437918599,0.7173953043350262,0.4127194470541894,1270,1941.0
261,28,0.7259136212624585,0.6566377381517391,0.4201889311407373,6223,2107.0
262,28,0.7379576107899807,0.6749415083952656,0.4114903606808401,8470,2076.0
263,28,0.7077276908923643,0.6370088053620713,0.4161474606251235,9695,2174.0
264,28,0.7567156862745098,0.6925070028011204,0.4046453594785219,1793,2040.0
265,28,0.7180672268907563,0.6425236761371215,0.4257170943502239,9349,2142.0
266,28,0.778125,0.7044570852534562,0.4135081793654102,3984,1984.0
267,28,0.7618771165940977,0.7264150943396226,0.3799602368950356,4467,2067.0
268,28,0.8733082706766917,0.799696946447752,0.3987382251733274,487,1862.0
269,28,0.8497523390203633,0.7808003773881594,0.3981835936614661,8452,1817.0
270,28,0.7717988595127009,0.7065096645189958,0.4112485520387622,2953,1929.0
271,28,0.785010060362173,0.713710836447255,0.4101307097473222,9391,1988.0
272,28,0.852520325203252,0.7975029036004646,0.3860465239886554,9428,1845.0
273,28,0.8723103057757644,0.789435366445559,0.4038092424218195,4973,1766.0
274,28,0.8466981132075472,0.7651242887091944,0.406282310041863,4087,1908.0
275,28,0.8233044365119837,0.7398193341589567,0.4088009618353397,6893,1961.0
276,28,0.7006466512702079,0.6371824480369515,0.4104590832685326,8669,2165.0
277,28,0.7203617810760667,0.6571196660482375,0.4105960584536682,9787,2156.0
278,28,0.7819779116465864,0.7085305507745266,0.4079822926239659,3278,1992.0
279,28,0.8397304582210243,0.7707932229495572,0.4005768757420754,1694,1855.0
280,30,0.7730394431554525,0.6787470997679814,0.3968025912809453,1270,2155.0
281,30,0.7698405253283301,0.6759224515322076,0.4062355118263215,6223,2132.0
282,30,0.7796472831267874,0.6883063234826818,0.3997700158921156,8470,2098.0
283,30,0.7654275092936803,0.6638475836431227,0.4068073817605112,9695,2152.0
284,30,0.8063352826510721,0.723651721897336,0.3840262234988608,1793,2052.0
285,30,0.7484030589293748,0.6425401109611636,0.4114736767750829,9349,2223.0
286,30,0.8018419777023752,0.7041363709807724,0.3993474804983723,3984,2063.0
287,30,0.8193877551020408,0.746728215095562,0.3748480639059031,4467,2058.0
288,30,0.8415980629539952,0.7527522195318805,0.3850139943283472,487,2065.0
289,30,0.8450304259634889,0.7591277890466531,0.3802046315589441,8452,1972.0
290,30,0.7878728606356968,0.6979788101059494,0.3991799806682281,2953,2045.0
291,30,0.778098788443616,0.6933830382106244,0.3914910950820598,9391,2146.0
292,30,0.8370314842578711,0.7637014825920374,0.3759752741966154,9428,2001.0
293,30,0.8386524822695035,0.7464539007092199,0.3827349752259328,4973,1974.0
294,30,0.8343976777939043,0.7370262860828899,0.3903778139205149,4087,2067.0
295,30,0.7980501392757661,0.7112503868771278,0.3843118727916728,6893,2154.0
296,30,0.8194444444444444,0.7195454545454546,0.3948879398255557,8669,1980.0
297,30,0.7763687412260177,0.6875058493214787,0.3962055993281785,9787,2137.0
298,30,0.7909999999999999,0.6993650793650794,0.3962410559858154,3278,2100.0
299,30,0.869375,0.7881423611111111,0.3808234662300174,1694,1920.0
300,32,0.8057840036150022,0.6904654315408947,0.3829267990434288,1270,2213.0
301,32,0.7640209332751854,0.6739533362407326,0.3719681822676765,6223,2293.0
302,32,0.7886964448495898,0.6809053099361896,0.380620720132757,8470,2194.0
303,32,0.7534246575342466,0.6543370077054794,0.3775952194018981,9695,2336.0
304,32,0.7938766321476812,0.6967019360648357,0.3691772622141105,1793,2221.0
305,32,0.814010989010989,0.6892456501831502,0.3915747348354467,9349,2184.0
306,32,0.7788188277087034,0.6709591474245116,0.3845300054312711,3984,2252.0
307,32,0.835624709707385,0.7682448908499768,0.3464740202843379,4467,2153.0
308,32,0.8159911894273127,0.714977973568282,0.3688551278232338,487,2270.0
309,32,0.7843501326259947,0.6915478558797524,0.3652589817872008,8452,2262.0
310,32,0.779646418857661,0.6904181776971895,0.3664166766103648,2953,2206.0
311,32,0.776159230096238,0.6714102143482065,0.3831166809026598,9391,2286.0
312,32,0.8294253938832252,0.7381835032437442,0.3613214739961631,9428,2158.0
313,32,0.86798810703667,0.7602979435084242,0.3679058472842063,4973,2018.0
314,32,0.8370556061987238,0.7359987465815861,0.3693833535775389,4087,2194.0
315,32,0.8638797557538751,0.7498238609675905,0.3729089476524112,6893,2129.0
316,32,0.7774654172244534,0.671045292280232,0.3774909487377752,8669,2241.0
317,32,0.7680069174232599,0.6692336792044963,0.3805460009585378,9787,2313.0
318,32,0.7573259290901324,0.6511773814609141,0.3837049086649272,3278,2341.0
319,32,0.8701121404193076,0.7868570209653828,0.3550615049553372,1694,2051.0
320,34,0.8143223599828987,0.686869702990217,0.3676161280535627,1270,2339.0
321,34,0.7994406196213426,0.6756859370254126,0.3702790876314201,6223,2324.0
322,34,0.7872157872157872,0.669833699245464,0.3643225295881508,8470,2331.0
323,34,0.8334377797672337,0.7031044288798778,0.3680652314383346,9695,2234.0
324,34,0.7966130397967823,0.6883996613039797,0.3544929283334481,1793,2362.0
325,34,0.7834714167357083,0.6463521614113749,0.380559580398603,9349,2414.0
326,34,0.790672268907563,0.67805239742956,0.3603117969759978,3984,2380.0
327,34,0.8324419114423498,0.7375119271733244,0.3415657350468385,4467,2281.0
328,34,0.8887426236949615,0.7795920002136125,0.3433561884428264,487,2203.0
329,34,0.8210457516339869,0.7123157759835961,0.3489927114459754,8452,2295.0
330,34,0.7793991416309013,0.680497349154254,0.3500334294780883,2953,2330.0
331,34,0.841257805530776,0.7159442724458205,0.3642524883009658,9391,2242.0
332,34,0.804677623261694,0.702449121241417,0.3507599199500574,9428,2373.0
333,34,0.8555708390646493,0.746810691264126,0.348358946896956,4973,2181.0
334,34,0.8373659373659375,0.7250738133091075,0.3543566245983531,4087,2331.0
335,34,0.844367417677643,0.7308211846263636,0.3520941568002049,6893,2308.0
336,34,0.8157387110916265,0.7005054542641256,0.3560101617842089,8669,2281.0
337,34,0.7920302013422819,0.6706721279115674,0.3737394091950005,9787,2384.0
338,34,0.8427797833935018,0.7085102994266298,0.3705657300417964,3278,2216.0
339,34,0.8516201620162016,0.7463996399639964,0.3459814611454705,1694,2222.0
340,36,0.8514612452350698,0.7238458280389666,0.3421711936619144,1270,2361.0
341,36,0.787785342410893,0.6576336047701686,0.3539484453029524,6223,2497.0
342,36,0.8043765483071842,0.6757500688136526,0.3481578427149938,8470,2422.0
343,36,0.8272003352891869,0.676527428518208,0.3615267036177281,9695,2386.0
344,36,0.8443691786621508,0.7145545206510491,0.3406535413540027,1793,2362.0
345,36,0.8339300582847626,0.669395873808863,0.3742530312089188,9349,2402.0
346,36,0.8011159824631328,0.6609760418050573,0.3554819138672012,3984,2509.0
347,36,0.8529035012809565,0.7551475472056173,0.3210855064317631,4467,2342.0
348,36,0.8678872053872053,0.7458730826786382,0.3325451673394929,487,2376.0
349,36,0.8989606868504293,0.7806396545664508,0.3281495211023312,8452,2213.0
350,36,0.8670731707317073,0.7496737930342267,0.3366637450238319,2953,2214.0
351,36,0.8273932863655201,0.6966201593221899,0.3513993060156556,9391,2413.0
352,36,0.8371762740183794,0.7186368699526594,0.3349181114123083,9428,2394.0
353,36,0.8794392523364486,0.7557360431192207,0.3358682076135926,4973,2247.0
354,36,0.8467980295566503,0.7241835431490604,0.3369070820952394,4087,2436.0
355,36,0.8859475719810915,0.7543928759012558,0.339232988526055,6893,2327.0
356,36,0.8421681604780197,0.7206454213496467,0.3352495830061336,8669,2343.0
357,36,0.8186655751125665,0.6886114522217675,0.3557129191029688,9787,2443.0
358,36,0.8149690721649484,0.6948568155784651,0.3411917430105837,3278,2425.0
359,36,0.8506361323155216,0.730362359815286,0.3359051761036004,1694,2358.0
360,38,0.8881270903010033,0.7223310156662559,0.3430975130125757,1270,2392.0
